"person","givenName","surname"
"http://dbpedia.org/resource/Jeannette_Walls","Jeannette","Walls"
"http://dbpedia.org/resource/Jessie_Lilley","Jessie","Lilley"
"http://dbpedia.org/resource/Joe_Lipari","Joe","Lipari"
"http://dbpedia.org/resource/John_Braheny","John","Braheny"
"http://dbpedia.org/resource/Lawrence_Coates","Lawrence","Coates"
"http://dbpedia.org/resource/Margaret_Farrar","Margaret","Farrar"
"http://dbpedia.org/resource/Margareta_Waterman","Margareta","Waterman"
"http://dbpedia.org/resource/Skip_Hollandsworth","Skip","Hollandsworth"
"http://dbpedia.org/resource/Susan_Charlotte","Susan","Charlotte"
"http://dbpedia.org/resource/William_J._Tobin","William J.","Tobin"
"http://dbpedia.org/resource/Cathy_Smith_Bowers","Cathy Smith","Bowers"
"http://dbpedia.org/resource/Christine_Fugate","Christine","Fugate"
"http://dbpedia.org/resource/Deborah_Harkness","Deborah","Harkness"
"http://dbpedia.org/resource/Garrett_Hongo","Garrett","Hongo"
"http://dbpedia.org/resource/George_Nonte","George","Nonte"
"http://dbpedia.org/resource/Grace_Noll_Crowell","Grace Noll","Crowell"
"http://dbpedia.org/resource/Harriet_Scott_Chessman","Harriet Scott","Chessman"
"http://dbpedia.org/resource/Jack_Cashill","Jack","Cashill"
"http://dbpedia.org/resource/Julie_Joosten","Julie","Joosten"
"http://dbpedia.org/resource/Kristine_Kershul","Kristine","Kershul"
"http://dbpedia.org/resource/Mark_Teppo","Mark","Teppo"
"http://dbpedia.org/resource/Meredith_Maran","Meredith","Maran"
"http://dbpedia.org/resource/Peter_Steinfeld","Peter","Steinfeld"
"http://dbpedia.org/resource/Ronald_Steel","Ronald","Steel"
"http://dbpedia.org/resource/Tom_Kratman","Tom","Kratman"
"http://dbpedia.org/resource/Valerie_Alexander","Valerie","Alexander"
"http://dbpedia.org/resource/Willy_Holtzman","Willy","Holtzman"
"http://dbpedia.org/resource/Jennifer_Grotz","Jennifer","Grotz"
"http://dbpedia.org/resource/Ken_Pontac","Ken","Pontac"
"http://dbpedia.org/resource/Alan_Zweibel","Alan","Zweibel"
"http://dbpedia.org/resource/Benjamin_Percy","Benjamin","Percy"
"http://dbpedia.org/resource/Charles_Gaines","Charles","Gaines"
"http://dbpedia.org/resource/Francis_Richter","Francis","Richter"
"http://dbpedia.org/resource/Henry_Slesar","Henry","Slesar"
"http://dbpedia.org/resource/Héctor_Tobar","Hector","Tobar"
"http://dbpedia.org/resource/Kay_Ryan","Kay","Ryan"
"http://dbpedia.org/resource/Madeline_Sonik","Madeline","Sonik"
"http://dbpedia.org/resource/Mark_Finn","Mark","Finn"
"http://dbpedia.org/resource/Chelsea_Martin","Chelsea","Martin"
"http://dbpedia.org/resource/Evaristo_Ribera_Chevremont","Evaristo","Ribera Chevremont"
"http://dbpedia.org/resource/G.F._Zaimis","G.F.","Zaimis"
"http://dbpedia.org/resource/Jane_Flanders","Jane","Flanders"
"http://dbpedia.org/resource/Kristine_Rolofson","Kristine","Rolofson"
"http://dbpedia.org/resource/Mary_Robison","Mary","Robison"
"http://dbpedia.org/resource/R._J._Mendenhall","R.J.","Mendenhall"
"http://dbpedia.org/resource/Robert_Cumberford","Robert","Cumberford"
"http://dbpedia.org/resource/Susan_Patron","Susan","Patron"
"http://dbpedia.org/resource/Theresa_Johnson","Theresa","Johnson"
"http://dbpedia.org/resource/Albert_Flynn_DeSilver","Albert Flynn","Desilver"
"http://dbpedia.org/resource/Gini_Koch","Gini","Koch"
"http://dbpedia.org/resource/Katharine_Beutner","Katharine","Beutner"
"http://dbpedia.org/resource/Kirk_Munroe","Kirk","Munroe"
"http://dbpedia.org/resource/Paul_E_Cooley","Paul","Cooley"
"http://dbpedia.org/resource/Ruth_Stout","Ruth","Stout"
"http://dbpedia.org/resource/Sam_Campbell_(writer)","Sam","Campbell"
"http://dbpedia.org/resource/Troy_Nelson","Troy","Nelson"
"http://dbpedia.org/resource/Donald_E._Bently","Donald E.","Bently"
"http://dbpedia.org/resource/E._E._Rehmus","Edward E.","Rehmus"
"http://dbpedia.org/resource/Ethel_Hill","Ethel","Hill"
"http://dbpedia.org/resource/George_Pope_Morris","George Pope","Morris"
"http://dbpedia.org/resource/James_D._Parriott","James D.","Parriott"
"http://dbpedia.org/resource/Janet_McDonald","Janet","McDonald"
"http://dbpedia.org/resource/Philip_F._Gura","Philip F.","Gura"
"http://dbpedia.org/resource/Amanda_Ripley","Amanda","Ripley"
"http://dbpedia.org/resource/Andrea_Kalin","Andrea","Kalin"
"http://dbpedia.org/resource/Chip_Silverman","Chip","Silverman"
"http://dbpedia.org/resource/Rich_Cohen","Rich","Cohen"
"http://dbpedia.org/resource/Virginia_Spencer_Carr","Virginia Spencer","Carr"
"http://dbpedia.org/resource/Wayne_Laugesen","Wayne","Laugesen"
"http://dbpedia.org/resource/Andy_Benoit","Andy","Benoit"
"http://dbpedia.org/resource/Earl_F._Ziemke","Earl F.","Ziemke"
"http://dbpedia.org/resource/Louise_Andrews_Kent","Louise Andrews","Kent"
"http://dbpedia.org/resource/Jennifer_Archer","Jennifer","Archer"
"http://dbpedia.org/resource/Joe_Hayes_(author_and_storyteller)","Joe","Hayes"
"http://dbpedia.org/resource/John_Hyson","John","Hyson"
"http://dbpedia.org/resource/Martha_Hopkins_Struever","Martha Hopkins","Struever"
"http://dbpedia.org/resource/Paul_Morantz","Paul","Morantz"
"http://dbpedia.org/resource/Peter_Bacon_Hales","Peter Bacon","Hales"
"http://dbpedia.org/resource/Ralph_James_Mooney","Ralph James","Mooney"
"http://dbpedia.org/resource/Richard_S._Wheeler","Richard S.","Wheeler"
"http://dbpedia.org/resource/Vince_Gotera","Vince","Gotera"
"http://dbpedia.org/resource/Bob_Grumman","Bob","Grumman"
"http://dbpedia.org/resource/Melisa_Wallack","Melisa","Wallack"
"http://dbpedia.org/resource/Roswell_George_Mills","Roswell George","Mills"
"http://dbpedia.org/resource/Kim_%22Howard%22_Johnson","Kim Howard","Johnson"
"http://dbpedia.org/resource/Alan_Pizzarelli","Alan","Pizzarelli"
"http://dbpedia.org/resource/Linda_Pastan","Linda","Pastan"
"http://dbpedia.org/resource/Tom_Deitz","Tom","Deitz"
"http://dbpedia.org/resource/W._R._Sweatt","William R","Sweatt"
"http://dbpedia.org/resource/Angela_Johnson_(writer)","Angela","Johnson"
"http://dbpedia.org/resource/Art_Linson","Art","Linson"
"http://dbpedia.org/resource/Bruce_Barcott","Bruce","Barcott"
"http://dbpedia.org/resource/C._Graham_Baker","C. Graham","Baker"
"http://dbpedia.org/resource/Dale_Furutani","Dale","Furutani"
"http://dbpedia.org/resource/Darcie_Edgemon","Darcie","Edgemon"
"http://dbpedia.org/resource/Glen_Hirshberg","Glen","Hirshberg"
"http://dbpedia.org/resource/Greg_Garrett_(writer)","Greg","Garrett"
"http://dbpedia.org/resource/Heather_Lewis_(writer)","Heather","Lewis"
"http://dbpedia.org/resource/Hillary_Carlip","Hillary","Carlip"
"http://dbpedia.org/resource/Howard_Wandrei","Howard","Wandrei"
"http://dbpedia.org/resource/Jane_Murfin","Jane","Murfin"
"http://dbpedia.org/resource/Jason_Mattera","Jason","Mattera"
"http://dbpedia.org/resource/Jesse_S._Greever","Jesse S.","Greever"
"http://dbpedia.org/resource/Julia_DeVillers","Julia","DeVillers"
"http://dbpedia.org/resource/Meilin_Miranda","Meilin","Miranda"
"http://dbpedia.org/resource/Nick_Hanauer","Nick","Hanauer"
"http://dbpedia.org/resource/Paul_Jessup_(writer)","Paul","Jessup"
"http://dbpedia.org/resource/Peter_Cole","Peter","Cole"
"http://dbpedia.org/resource/Phil_Henderson_(writer)","Phil","Henderson"
"http://dbpedia.org/resource/Robert_Pope","Robert","Pope"
"http://dbpedia.org/resource/Robin_Koontz","Robin","Koontz"
"http://dbpedia.org/resource/Sandra_Gulland","Sandra","Gulland"
"http://dbpedia.org/resource/Shelby_Hearon","Shelby","Hearon"
"http://dbpedia.org/resource/Sonya_Sones","Sonya","Sones"
"http://dbpedia.org/resource/Stephen_Robinett","Stephen Allen","Robinett"
"http://dbpedia.org/resource/Thomas_Prince","Thomas","Prince"
"http://dbpedia.org/resource/William_Baer_(writer)","William","Baer"
"http://dbpedia.org/resource/William_Hjortsberg","William","Hjortsberg"
"http://dbpedia.org/resource/William_Thomas_Quick","William Thomas","Quick"
"http://dbpedia.org/resource/Nancy_Gibbs","Nancy","Gibbs"
"http://dbpedia.org/resource/Susan_Wallace","Susan Arnold Elston","Wallace"
"http://dbpedia.org/resource/Harold_Bloom","Harold","Bloom"
"http://dbpedia.org/resource/Jennell_Jaquays","Jennell","Jaquays"
"http://dbpedia.org/resource/Kim_Henkel","Kim","Henkel"
"http://dbpedia.org/resource/Marc_Lawrence_(filmmaker)","Marc","Lawrence"
"http://dbpedia.org/resource/Ruth_Rose","Ruth","Rose"
"http://dbpedia.org/resource/Clarissa_Minnie_Thompson_Allen","Clarissa Minnie Thompson","Allen"
"http://dbpedia.org/resource/Ed_Hula","Ed","Hula"
"http://dbpedia.org/resource/Marilyn_Nelson","Marilyn","Nelson"
"http://dbpedia.org/resource/Bill_Branon","Bill","Branon"
"http://dbpedia.org/resource/Emily_M._Danforth","Emily","Danforth"
"http://dbpedia.org/resource/Erika_Lopez","Erika","Lopez"
"http://dbpedia.org/resource/John_Ulrich_Giesy","John Ulrich","Giesy"
"http://dbpedia.org/resource/Lois_Phillips_Hudson","Lois P.","Hudson"
"http://dbpedia.org/resource/Maria_Arrillaga","Maria","Arrillaga"
"http://dbpedia.org/resource/Stuart_Archer_Cohen","Stuart Archer","Cohen"
"http://dbpedia.org/resource/Jeanne_Murray_Walker","Jeanne Murray","Walker"
"http://dbpedia.org/resource/Bob_Mader","Bob","Mader"
"http://dbpedia.org/resource/John_S._Marr","John S.","Marr"
"http://dbpedia.org/resource/Lyn_Coffin","Lyn","Coffin"
"http://dbpedia.org/resource/Norman_O._Frederiksen","Norman O.","Frederiksen"
"http://dbpedia.org/resource/Sebastian_Rotella","Sebastian","Rotella"
"http://dbpedia.org/resource/Daniel_Whitehead_Hicky","Daniel Whitehead","Hicky"
"http://dbpedia.org/resource/Eric_Norstad","Eric","Norstad"
"http://dbpedia.org/resource/Jeremy_Robinson","Jeremy","Robinson"
"http://dbpedia.org/resource/Johnny_Diaz","Johnny","Diaz"
"http://dbpedia.org/resource/Mary_Hannah_Krout","Mary Hannah","Krout"
"http://dbpedia.org/resource/Peter_Streckfus","Peter","Streckfus"
"http://dbpedia.org/resource/Barbara_Brennan","Barbara Ann","Brennan"
"http://dbpedia.org/resource/Gladys_Taber","Gladys","Taber"
"http://dbpedia.org/resource/William_Rossa_Cole","William Rossa","Cole"
"http://dbpedia.org/resource/B._J._Hollars","BJ","Hollars"
"http://dbpedia.org/resource/Marjorie_Hillis","Marjorie","Hillis"
"http://dbpedia.org/resource/Amanda_Havard","Amanda","Havard"
"http://dbpedia.org/resource/Amy_Wright_(writer)","Amy","Wright"
"http://dbpedia.org/resource/Dorothea_Grossman","Dorothea","Grossman"
"http://dbpedia.org/resource/Nick_DiMartino","Nick","DiMartino"
"http://dbpedia.org/resource/Ben_Parr","Ben","Parr"
"http://dbpedia.org/resource/Chauncey_Samuel_Boucher","Chauncey Samuel","Boucher"
"http://dbpedia.org/resource/Dan_Wakefield","Dan","Wakefield"
"http://dbpedia.org/resource/Donna_Franceschild","Donna","Franceschild"
"http://dbpedia.org/resource/Elias_Abu_Shabaki","Elias","Abu Shabaki"
"http://dbpedia.org/resource/Ethan_Gilsdorf","Ethan","Gilsdorf"
"http://dbpedia.org/resource/Sally_Wood","Sally Sayward Barrell Keating","Wood"
"http://dbpedia.org/resource/Sara_Zarr","Sara","Zarr"
"http://dbpedia.org/resource/Walter_Schneir","Walter","Schneir"
"http://dbpedia.org/resource/David_F._Case","David F.","Case"
"http://dbpedia.org/resource/Elizabeth_Martínez","Elizabeth","Martinez"
"http://dbpedia.org/resource/Nick_Gerakines","Nicholas","Gerakines"
"http://dbpedia.org/resource/Evelyn_E._Smith","Evelyn E.","Smith"
"http://dbpedia.org/resource/Grant_Lewi","Grant","Lewi"
"http://dbpedia.org/resource/James_Melvin_Scott","James M.","Scott"
"http://dbpedia.org/resource/Linda_Ravenswood","Linda","Ravenswood"
"http://dbpedia.org/resource/Robert_Gregory_Browne","Robert Gregory","Browne"
"http://dbpedia.org/resource/Sandra_María_Esteves","Sandra Maria","Esteves"
"http://dbpedia.org/resource/William_Poy_Lee","William Poy","Lee"
"http://dbpedia.org/resource/Abe_Walsh","Abe","Walsh"
"http://dbpedia.org/resource/Daniel_Woodrell","Daniel","Woodrell"
"http://dbpedia.org/resource/Derick_Martini","Derick","Martini"
"http://dbpedia.org/resource/Jim_Houghton","Jim","Houghton"
"http://dbpedia.org/resource/Joan_Kelly","Joan","Kelly"
"http://dbpedia.org/resource/Ramit_Sethi","Ramit","Sethi"
"http://dbpedia.org/resource/Hugh_E._Conway","Hugh E.","Conway"
"http://dbpedia.org/resource/Frederick_Townsend_Martin","Frederick Townsend","Martin"
"http://dbpedia.org/resource/Detrick_Hughes","Detrick","Hughes"
"http://dbpedia.org/resource/Allen_Barnett_(writer)","Allen","Barnett"
"http://dbpedia.org/resource/Chuck_Perkins","Chuck","Perkins"
"http://dbpedia.org/resource/Don_Brown_(author)","Don","Brown"
"http://dbpedia.org/resource/Frank_Manley","Frank","Manley"
"http://dbpedia.org/resource/Jack_Elliott_Myers","Jack Elliott","Myers"
"http://dbpedia.org/resource/Mary_Augusta_Scott","Mary Augusta","Scott"
"http://dbpedia.org/resource/Charles_Panati","Charles","Panati"
"http://dbpedia.org/resource/Al_Robles","Al","Robles"
"http://dbpedia.org/resource/Deborah_Howe","Deborah","Howe"
"http://dbpedia.org/resource/Clarence_Larkin","Clarence","Larkin"
"http://dbpedia.org/resource/Eric_F._Goldman","Eric F.","Goldman"
"http://dbpedia.org/resource/Richard_A._Lovett","Richard A.","Lovett"
"http://dbpedia.org/resource/Rosa_Maria_Calles","Rosa Maria","Calles"
"http://dbpedia.org/resource/Sam_Savage","Sam","Savage"
"http://dbpedia.org/resource/Scott_Neustadter","Scott","Neustadter"
"http://dbpedia.org/resource/Helias_Doundoulakis","Helias","Doundoulakis"
"http://dbpedia.org/resource/Olga_Elena_Mattei","Olga Elena","Mattei Echavarría"
"http://dbpedia.org/resource/S._G._Browne","S.G.","Browne"
"http://dbpedia.org/resource/Allen_Young_(writer)","Allen","Young"
"http://dbpedia.org/resource/Arinn_Dembo","Arinn","Dembo"
"http://dbpedia.org/resource/Bill_Strickland_(writer)","Bill","Strickland"
"http://dbpedia.org/resource/Cinda_Williams_Chima","Cinda Williams","Chima"
"http://dbpedia.org/resource/E._E._Aiken","Edwin Edgerton","Aiken"
"http://dbpedia.org/resource/Meg_Waite_Clayton","Meg Waite","Clayton"
"http://dbpedia.org/resource/Stephanie_Strickland","Stephanie","Strickland"
"http://dbpedia.org/resource/Betty_Lasky","Betty","Lasky"
"http://dbpedia.org/resource/Deborah_Paredez","Deborah","Paredez"
"http://dbpedia.org/resource/William_J._Craddock","William J.","Craddock"
"http://dbpedia.org/resource/Alix_Kates_Shulman","Alix Kates","Shulman"
"http://dbpedia.org/resource/Angie_Debo","Angie","Debo"
"http://dbpedia.org/resource/Benjamin_Alire_Sáenz","Benjamin Alire","Saenz"
"http://dbpedia.org/resource/Byrd_Spilman_Dewey","Byrd Spilman","Dewey"
"http://dbpedia.org/resource/Don_L._Wulffson","Don L.","Wilson"
"http://dbpedia.org/resource/Donita_K._Paul","Donita K.","Paul"
"http://dbpedia.org/resource/Elise_Primavera","Elise","Primavera"
"http://dbpedia.org/resource/Hildegarde_Swift","Hildegarde","Swift"
"http://dbpedia.org/resource/Janet_Fox_(author)","Janet Kaye","Fox"
"http://dbpedia.org/resource/John_Reuben_Thompson","John Reuben","Thompson"
"http://dbpedia.org/resource/Judith_Harris_(poet)","Judith","Harris"
"http://dbpedia.org/resource/Kyra_Davis","Kyra","Davis"
"http://dbpedia.org/resource/Margot_Peters","Margot","Peters"
"http://dbpedia.org/resource/Matthew_Drutt","Matthew","Drutt"
"http://dbpedia.org/resource/Michael_J._Fitzgerald_(writer)","Michael James","Fitzgerald"
"http://dbpedia.org/resource/Minna_Antrim","Minna","Antrim"
"http://dbpedia.org/resource/Nicholas_A._Basbanes","Nicholas A.","Basbanes"
"http://dbpedia.org/resource/Ruth_E._McKee","Ruth E.","Mackee"
"http://dbpedia.org/resource/Tara_Betts","Tara","Betts"
"http://dbpedia.org/resource/Adam_Niswander","Adam","Niswander"
"http://dbpedia.org/resource/Brown_Holmes","Brown","Holmes"
"http://dbpedia.org/resource/Cliff_Dorfman","Cliff","Dorfman"
"http://dbpedia.org/resource/Ellis_Paxson_Oberholtzer","Ellis Paxson","Oberholtzer"
"http://dbpedia.org/resource/John_Noble_Wilford","John Noble","Wilford"
"http://dbpedia.org/resource/John_Townsend_(author)","John","Townsend"
"http://dbpedia.org/resource/Nancy_E._Krulik","Nancy E.","Krulik"
"http://dbpedia.org/resource/Richard_Bronson","Richard","Bronson"
"http://dbpedia.org/resource/Robie_Macauley","Robie","Macauley"
"http://dbpedia.org/resource/Robin_Wayne_Bailey","Robin Wayne","Bailey"
"http://dbpedia.org/resource/Victoria_Forester","Victoria","Forester"
"http://dbpedia.org/resource/Clancy_Carlile","Clancy","Carlile"
"http://dbpedia.org/resource/Cooper_Edens","Cooper","Edens"
"http://dbpedia.org/resource/David_Galloway_(writer)","David","Galloway"
"http://dbpedia.org/resource/Eppie_Lederer","Eppie","Lederer"
"http://dbpedia.org/resource/Howard_Bahr","Howard","Bahr"
"http://dbpedia.org/resource/John_Freeman_(author)","John","Freeman"
"http://dbpedia.org/resource/Kristin_Cast","Kristin","Cast"
"http://dbpedia.org/resource/Lars_Pearson","Lars","Pearson"
"http://dbpedia.org/resource/Lora_Leigh","Lora","Leigh"
"http://dbpedia.org/resource/Victor_J._Banis","Victor J.","Banis"
"http://dbpedia.org/resource/Gordon_Gahan","Gordon","Gahan"
"http://dbpedia.org/resource/Lee_Wardlaw","Lee","Wardlaw"
"http://dbpedia.org/resource/Margo_Tamez","Margo","Tamez"
"http://dbpedia.org/resource/Marijane_Meaker","Marijane","Meaker"
"http://dbpedia.org/resource/Winifred_Lenihan","Winifred","Lenihan"
"http://dbpedia.org/resource/Adrien_Stoutenburg","Adrien","Stoutenburg"
"http://dbpedia.org/resource/Anne_Stuart","Anne","Stuart"
"http://dbpedia.org/resource/Charles_Newman_(author)","Charles","Newman"
"http://dbpedia.org/resource/Clara_Jeffery","Clara","Jeffery"
"http://dbpedia.org/resource/David_Grimm_(playwright)","David","Grimm"
"http://dbpedia.org/resource/Elizabeth_Harrison_(educator)","Elizabeth","Harrison"
"http://dbpedia.org/resource/Fady_Joudah","Fady","Joudah"
"http://dbpedia.org/resource/Fay_Kanin","Fay","Kanin"
"http://dbpedia.org/resource/Glenn_Kessler_(screenwriter)","Glenn.","Kessler"
"http://dbpedia.org/resource/Harold_Stephens_(author)","Harold","Stephens"
"http://dbpedia.org/resource/Joe_Amato_(poet)","Joe","Amato"
"http://dbpedia.org/resource/John_R._Musick","John","Musick"
"http://dbpedia.org/resource/John_Shannon_(novelist)","John","Shannon"
"http://dbpedia.org/resource/Laura_Quilter","Laura","Quilter"
"http://dbpedia.org/resource/Laurence_Marks_(American_writer)","Laurence","Marks"
"http://dbpedia.org/resource/Malcolm_Braly","Malcolm","Braly"
"http://dbpedia.org/resource/Mark_Altman_(speaker)","Mark","Altman"
"http://dbpedia.org/resource/Matthew_Randazzo_V","Matthew","Randazzo"
"http://dbpedia.org/resource/Olwen_Wymark","Olwen","Wymark"
"http://dbpedia.org/resource/Parnell_Hall_(writer)","James Parnell","Hall"
"http://dbpedia.org/resource/Paul_McKee_(author)","Paul","Mckee"
"http://dbpedia.org/resource/William_Demby","William","Demby"
"http://dbpedia.org/resource/Burton_Rascoe","Burton","Rascoe"
"http://dbpedia.org/resource/Lizette_Woodworth_Reese","Lizette Woodworth","Reese"
"http://dbpedia.org/resource/George_Washington_Harris","George Washington","Harris"
"http://dbpedia.org/resource/Nathalia_Crane","Nathalia","Crane"
"http://dbpedia.org/resource/J._J._Paulsen","J. J.","Paulsen"
"http://dbpedia.org/resource/Jabari_Asim","Jabari","Asim"
"http://dbpedia.org/resource/Arthur_Talmage_Abernethy","Arthur Talmage","Abernethy"
"http://dbpedia.org/resource/Bill_Henderson_(novelist)","Bill","Henderson"
"http://dbpedia.org/resource/Christine_Frederick","Christine","Frederick"
"http://dbpedia.org/resource/Frederic_M._Wheelock","Frederic","Wheelock"
"http://dbpedia.org/resource/George_Edward_Stanley","George Edward","Stanley"
"http://dbpedia.org/resource/Melanie_Craft","Melanie","Craft"
"http://dbpedia.org/resource/Mira_Gonzalez","Mira","Gonzalez"
"http://dbpedia.org/resource/Dixie_Browning","Dixie Burrus","Browning"
"http://dbpedia.org/resource/John_Frush_Knox","John Frush","Knox"
"http://dbpedia.org/resource/Kole_Black","Kole","Black"
"http://dbpedia.org/resource/Leslie_Waller","Leslie","Waller"
"http://dbpedia.org/resource/David_W._Orr","David W.","Orr"
"http://dbpedia.org/resource/Eric_Jarosinski","Eric","Jarosinski"
"http://dbpedia.org/resource/Georgelle_Hirliman","Georgelle","Hirliman"
"http://dbpedia.org/resource/Shane_Jones_(author)","Shane","Jones"
"http://dbpedia.org/resource/Tom_Gibson","Tom","Gibson"
"http://dbpedia.org/resource/Robert_Marasco","Robert","Marasco"
"http://dbpedia.org/resource/Helen_Van_Pelt_Wilson","Helen Van Pelt","Wilson"
"http://dbpedia.org/resource/Arthur_J._Burks","Arthur J.","Burks"
"http://dbpedia.org/resource/Bette_Greene","Bette","Greene"
"http://dbpedia.org/resource/Eric_Kaplan","Eric","Kaplan"
"http://dbpedia.org/resource/Jack_Newfield","Jack","Newfield"
"http://dbpedia.org/resource/Walter_Lowenfels","Walter","Lowenfels"
"http://dbpedia.org/resource/Carole_L._Glickfeld","Carol L.","Glickfeld"
"http://dbpedia.org/resource/David_Moles","David","Moles"
"http://dbpedia.org/resource/Gladys-Marie_Fry","Gladys-Marie","Fry"
"http://dbpedia.org/resource/Henry_Hampton_Halley","Henry Hampton","Halley"
"http://dbpedia.org/resource/Jack_Collom","Jack","Collom"
"http://dbpedia.org/resource/Jay_Busbee","James","Busbee"
"http://dbpedia.org/resource/Jessica_Amanda_Salmonson","Jessica Amanda","Salmonson"
"http://dbpedia.org/resource/Lionel_Cantú","Lionel","Cantú"
"http://dbpedia.org/resource/Natalie_Diaz","Natalie","Diaz"
"http://dbpedia.org/resource/Robert_E._Pierre","Robert E.","Pierre"
"http://dbpedia.org/resource/Sandra_Stone","Sandra","Stone"
"http://dbpedia.org/resource/Stuart_Stevens","Stuart","Stevens"
"http://dbpedia.org/resource/Cathy_Song","Cathy","Song"
"http://dbpedia.org/resource/Dave_Marinaccio","Dave","Marinaccio"
"http://dbpedia.org/resource/Don_Coldsmith","Don","Coldsmith"
"http://dbpedia.org/resource/Donald_Harington_(writer)","Donald","Harington"
"http://dbpedia.org/resource/Elizabeth_Pepper","Elizabeth","Pepper"
"http://dbpedia.org/resource/Gareth_Penn","Gareth","Penn"
"http://dbpedia.org/resource/Jeanne_Hines","Jeanne","Hines"
"http://dbpedia.org/resource/Julia_London","Julia","London"
"http://dbpedia.org/resource/Katherine_Sutcliffe","Katherine","Sutcliffe"
"http://dbpedia.org/resource/Larry_J._Kolb","Larry J.","Kolb"
"http://dbpedia.org/resource/Laura_Abbot","Laura","Abbot"
"http://dbpedia.org/resource/Mansfield_Merriman","Mansfield","Merriman"
"http://dbpedia.org/resource/Suzanne_Fisher_Staples","Suzanne Fisher","Staples"
"http://dbpedia.org/resource/Tamara_Thorne","Tamara","Thorne"
"http://dbpedia.org/resource/Ted_Dangelmayer","Ted","Dangelmayer"
"http://dbpedia.org/resource/William_Kissick","William","Kissick"
"http://dbpedia.org/resource/Bernard_Sobel","Bernard","Sobel"
"http://dbpedia.org/resource/Charlotte_Elkins","Charlotte","Elkins"
"http://dbpedia.org/resource/Doyle_Glass","Doyle Dudley","Glass"
"http://dbpedia.org/resource/George_Steinmetz","George","Steinmetz"
"http://dbpedia.org/resource/Hannah_B._Chickering","Hannah B.","Chickering"
"http://dbpedia.org/resource/Jake_Hamilton","Jake","Hamilton"
"http://dbpedia.org/resource/Mary_Biddinger","Mary","Biddinger"
"http://dbpedia.org/resource/Silvia_Álvarez_Curbelo","Silvia","Álvarez Curbelo"
"http://dbpedia.org/resource/Dick_McBride_(poet)","Dick","McBride"
"http://dbpedia.org/resource/Helen_Conrad","Helen","Conrad"
"http://dbpedia.org/resource/Kelly_Moore_(writer)","Kelly","Moore"
"http://dbpedia.org/resource/Elizabeth_Bevarly","Elizabeth","Bevarly"
"http://dbpedia.org/resource/Henriette_Mantel","Henriette","Mantel"
"http://dbpedia.org/resource/Leigh_Michaels","Leigh","Michaels"
"http://dbpedia.org/resource/Maureen_Child","Maureen","Child"
"http://dbpedia.org/resource/Sterling_E._Lanier","Sterling Edmund","Lanier"
"http://dbpedia.org/resource/Dick_Wick_Hall","Dick Wick","Hall"
"http://dbpedia.org/resource/Joseph_Fasano","Joseph","Fasano"
"http://dbpedia.org/resource/Roberta_H._Martinez","Roberta H.","Martinez"
"http://dbpedia.org/resource/Will_Ludwigsen","Will","Ludwigsen"
"http://dbpedia.org/resource/Eugene_George_Key","Eugene George","Key"
"http://dbpedia.org/resource/Arthur_Hoerl","Arthur","Hoerl"
"http://dbpedia.org/resource/Burt_Styler","Burt","Styler"
"http://dbpedia.org/resource/Fran_Ross","Fran","Ross"
"http://dbpedia.org/resource/Margaret_Larkin","Margaret","Larkin"
"http://dbpedia.org/resource/Priscilla_Shirer","Priscilla","Shirer"
"http://dbpedia.org/resource/Tim_Calpin","Tim","Calpin"
"http://dbpedia.org/resource/Carol_Colatrella","Carol","Colatrella"
"http://dbpedia.org/resource/Courtney_E._Martin","Courtney E.","Martin"
"http://dbpedia.org/resource/John_David_Anderson","John David","Anderson"
"http://dbpedia.org/resource/Jonathan_Ames","Jonathan","Ames"
"http://dbpedia.org/resource/Leslie_Harpold","Leslie","Harpold"
"http://dbpedia.org/resource/Margaret_Stohl","Margaret","Stohl"
"http://dbpedia.org/resource/Susan_Kerslake","Susan","Kerslake"
"http://dbpedia.org/resource/Albert_Prago","Albert","Prago"
"http://dbpedia.org/resource/Roderick_L._Evans","Roderick L.","Evans"
"http://dbpedia.org/resource/Steve_Chappell_(author)","Steven K.","Chappell"
"http://dbpedia.org/resource/Gerald_Bordman","Gerald","Bordman"
"http://dbpedia.org/resource/Kelly_Cherry","Kelly","Cherry"
"http://dbpedia.org/resource/Caryn_Mirriam-Goldberg","Caryn","Mirriam-Goldberg"
"http://dbpedia.org/resource/Ann_Copeland","Ann","Copeland"
"http://dbpedia.org/resource/Domenica_Ruta","Domenica","Ruta"
"http://dbpedia.org/resource/Barton_Currie","Barton","Currie"
"http://dbpedia.org/resource/Bruce_Branit","Bruce","Branit"
"http://dbpedia.org/resource/Charles_Lanman","Charles","Lanman"
"http://dbpedia.org/resource/Elizabeth_Strout","Elizabeth","Strout"
"http://dbpedia.org/resource/George_Fort_Gibbs","George","Gibbs"
"http://dbpedia.org/resource/Jake_Adam_York","Jake Adam","York"
"http://dbpedia.org/resource/Jake_Needham_(novelist)","Jake","Needham"
"http://dbpedia.org/resource/John_Martin_Leahy","John Martin","Leahy"
"http://dbpedia.org/resource/Joseph_Bathanti","Joseph","Bathanti"
"http://dbpedia.org/resource/Marshall_Vian_Summers","Marshall Vian","Summers"
"http://dbpedia.org/resource/R._D._Reynolds","R. D.","Reynolds"
